Featur_1,Featur_2,Featur_3,Featur_4,Featur_5,Featur_6,Featur_7,Featur_8,Featur_9,Featur_10,Featur_11,Featur_12,Featur_13,Featur_14,Featur_15,Featur_16,Featur_17,Featur_18,Featur_19,Featur_20,Featur_21,Featur_22,Featur_23,Featur_24,24,Target
0.445832779,-0.824978408,6.976867749,-4.998516998,-8.421292103,0.694677302,1.047694252,-1.434283635,-6.519968425,1.152412697,-1.194935238,1.325402627,7.148413429,1.438621876,-2.716912709,2.125912742,-3.273214968,-1.280827813,-0.427626831,-5.104515982,6.802435685,11.19690669,-5.38066164,-7.513686988,3.884217548,1
-1.043966209,2.605555549,-0.861831443,3.513959683,-4.919205276,0.491530737,2.548723334,-1.539885786,2.952798668,2.532073177,-0.45223439,-6.140953916,2.892797383,-5.66339965,2.823893563,-2.302964228,-0.035912856,-2.960660735,-1.254089302,-2.235500368,17.7698971,-4.036144739,2.157492511,-5.400142371,-2.170330143,1
2.136616224,-0.821846563,0.743957749,-3.95537135,-3.693404806,5.472967646,1.359497115,-1.464627857,1.77888534,-0.919580274,0.638026197,-6.061823021,-3.206274052,0.462399758,-0.023131996,-2.613406227,1.633764156,-2.737503031,1.569325934,5.54676497,-2.727252953,-0.448153071,2.152725621,2.053555728,-2.995593231,1
-1.484346232,1.460207396,3.024704846,-1.637911308,2.131265383,2.266925872,-1.933475943,0.096571652,0.924609103,1.200113675,-3.727559666,-3.916342673,0.891792627,2.811526814,1.349195313,-0.12784604,2.435369788,-2.953635429,-2.160719276,-1.466789501,3.430813894,2.075747866,1.082535752,-2.551526707,1.185282551,1
1.682789532,-3.314469903,1.061893461,1.75785995,3.403708823,1.585311312,-1.355789597,1.417719633,17.50590095,5.050922962,8.898957718,1.498854205,-4.762507546,-0.856719513,-5.712223781,-0.7217049,-3.979075619,-0.819764352,-0.89281922,-0.702097161,-7.778286527,-16.63616524,6.096106547,25.39100174,5.668193058,0
0.254091331,-3.574620874,-0.18221898,2.12588479,-5.863597687,5.091030929,3.53655046,3.861326613,5.210680022,-0.641831807,0.357889867,-2.687059951,0.894958984,0.11263822,1.885554582,2.120440591,-0.307860313,-4.646777918,0.291183478,2.861901973,0.418734287,-4.523315422,2.80801482,1.852545152,-0.459067783,1
1.063898055,5.955209664,0.353092571,-0.63941133,0.313965072,2.033955422,-2.295340074,1.572587079,-0.602491525,2.641252701,0.182871678,4.808879732,2.229012626,-4.199880149,-1.813782948,0.042897244,1.726468343,-2.988091974,2.360913518,-4.439527026,4.453607013,9.76823214,-0.38307145,-1.303437145,-2.122498973,0
-1.772406921,-4.327150085,-6.75270759,1.189541477,-0.791344647,2.26395677,-2.925277813,-2.173143635,2.470917539,5.319994134,-4.586625971,-0.945854322,-3.060701127,-1.500541111,-1.855801328,6.741764646,0.341343202,-0.836231047,4.685896724,1.68854811,-14.35544078,7.720625623,-2.639712618,1.800496178,-0.299297462,0
-5.263694633,-0.363705902,1.537637272,-3.162340356,-1.061641368,-3.589590541,3.31019131,-2.379121889,1.619958533,2.799814501,-2.504805504,-1.939611823,0.830451542,2.16810217,0.848617625,0.968134126,5.651948052,0.644528721,-2.225546866,-3.097264636,1.889048504,7.059922101,-1.695787626,-9.46702307,4.877718247,0
0.386958558,0.739912619,0.622024529,-1.845950282,3.951877943,-4.436772956,9.608451246,3.242080749,8.026429986,8.355663668,2.598843591,-2.161310971,2.050559287,0.431935997,-3.586820766,2.245645767,-0.132903095,-0.623842509,-0.850646418,2.666185158,-2.215326862,-13.35385948,2.387983257,8.227362136,-0.363607987,0
-0.637290151,-1.729967834,-0.020907451,0.371316328,-5.245492487,1.958021367,2.907682505,5.182460004,2.413249587,0.778214232,-1.637917668,0.314509821,1.199597202,1.949875235,3.786922395,0.268206864,1.068240832,-3.062093887,-0.808519677,2.495570616,1.424248273,4.584023947,1.840477638,-0.656838754,-0.995261639,1
-1.842326617,0.918642704,2.316340377,0.567343052,1.436393618,-1.392325823,3.908488363,-2.040245334,-10.63283613,1.259782758,-0.315996918,0.417905257,2.23009707,-2.782264312,-0.572188043,1.614894929,1.948767269,-6.335741364,3.388230175,1.018925657,-0.304153729,3.503167725,-0.932976331,-2.216619903,0.316775824,0
-6.51397692,-5.796237233,-3.042318802,1.837909804,-5.668248613,5.414681206,-4.392033397,-3.941178099,1.885556873,2.833283875,-3.293841697,-1.288987871,-3.646161695,3.954488617,3.642167555,5.036620473,4.533832829,1.814961789,2.019796602,1.233542551,-1.403330507,16.47185855,-6.304011134,-2.89728324,-2.551268675,0
0.130555823,0.517390147,2.819593035,-3.932206654,3.927766945,-2.781198613,-0.85084731,-3.166837303,-5.089360342,-1.33779033,2.460967886,1.074172003,4.242957921,-3.908114474,2.553429787,-4.594105457,-2.699329154,-3.117464489,-7.951641198,7.508197127,5.460967199,-1.940219484,-3.457009315,6.407415419,-3.909291024,1
-5.061602536,1.425923503,1.357349652,0.667297408,-2.337231793,-1.236996254,3.393374625,-2.256568946,-9.618667936,2.828678342,-3.345350196,-3.573965967,2.758101685,2.084393517,-2.36514101,4.180345597,-0.934477887,3.447997425,-1.267210083,0.000371001,17.7399021,-1.039953576,-9.449577511,-4.243171379,-4.659882175,1
0.299409673,2.91483363,-2.157486614,-1.869372883,-1.683305125,0.564383501,-0.631390376,0.200593037,-13.58331964,-0.869785584,-3.063073716,-1.108975767,-0.678870502,2.970093097,1.008257418,1.377922329,1.571881875,-6.8846959,1.548805726,4.172185673,-3.616317994,11.854947,-1.556689169,0.779792321,-3.996833991,0
1.656450549,2.783421563,-4.916425707,-0.599804115,1.82406396,-5.563697221,-0.388168302,-1.214878504,0.557967499,3.961370522,-3.313484466,1.449046818,3.162511227,-3.507796953,-4.354240576,0.182111919,0.841267516,4.162637611,-1.933942189,3.736243758,-7.007961428,-1.572359321,0.500184377,0.893359358,-1.574236849,0
0.479043044,0.312145283,1.925255831,0.740306008,-4.383454566,1.512043572,2.229616839,-0.580783314,-4.494194658,1.500773959,-1.059703677,-0.694320554,1.486584375,-1.557909957,-3.924679273,1.320945586,-4.915870742,2.082834056,-1.992120896,0.444099866,13.08227455,-6.32881207,-6.123247188,3.169180875,-0.906742895,1
-2.209310516,-0.130732872,3.230811764,0.097162194,3.129356677,-1.548631167,1.848245896,-1.470296586,-4.983609423,0.840626776,0.989463201,1.885583176,0.897453495,-1.209232316,1.547600747,-0.105569799,-4.103360803,-2.326363514,-2.923429343,1.542225062,7.695220659,-4.814931098,0.534526171,5.244340356,-1.962378349,1
2.068970828,-4.342010986,-8.832027755,1.58167758,0.464650937,0.007621305,-2.514356285,-0.107480663,-1.539963818,1.628666461,-8.033599669,-1.18555241,1.421041963,-5.468609873,-4.167011439,4.465565846,0.411127388,-1.501868216,6.189755071,2.472356867,-19.22094165,5.049640757,-2.845179149,-6.610848163,-0.531929566,0
4.695440761,0.419572525,0.232982892,-3.55842223,1.098803837,-3.891160883,1.577727893,-3.074695201,-3.860634349,-1.856807973,3.217078504,-0.148389223,4.384290662,-3.990160475,-0.190647999,-3.501759231,-5.800003343,-0.60396369,-3.252482041,-1.082313902,6.834045403,-3.443997206,-5.804694642,-3.173477516,-2.759534335,1
-0.706631524,1.323615148,1.357284423,-1.716679605,-2.2480724,3.464264971,7.139606022,-1.877373292,-8.138448285,-3.039908662,0.320689567,-2.862646847,1.951179697,-1.641729122,-2.721036651,6.03994793,0.008531436,0.329481784,4.75319382,1.586469047,2.616839597,-4.737019496,-4.29926101,-9.72327578,-3.053741088,0
2.068854417,-0.358647973,0.691572823,-0.343444853,0.168224133,-4.555843487,-2.685449909,-0.450624154,3.522828349,4.921552389,2.604707192,1.040337124,1.37567787,-1.212196233,0.617347104,-1.601829015,4.444718821,-2.99600909,2.520529218,-2.764215231,-5.414008345,12.12297686,2.042251985,1.089275509,-1.610963973,0
-2.853469982,-0.054822057,2.777847116,-1.4714904,-2.689018649,-2.751949233,6.00696082,8.074586211,19.29291369,1.032342036,5.15172927,-2.564735785,-1.44133529,0.398638163,0.74637803,-2.056388284,6.18686723,-0.249509998,-6.129277924,-1.94854119,7.134242873,-9.177065023,5.230681658,3.826350178,5.138432209,0
-0.758532346,-1.386270044,-7.257995772,-3.933777764,3.462666172,-5.746546116,-0.094397609,-2.788249245,7.398458627,1.008588305,1.61500701,-1.308534437,-1.579143891,-1.601903052,-3.592818978,-1.00791172,1.134891199,5.364232931,0.897791268,0.09507869,-13.15078379,-0.860458528,-1.779900401,-2.316453161,1.233819651,0
2.495164017,-0.844439616,-1.487893986,-2.067150878,-0.26919859,0.808957659,0.646030247,-1.093142678,-5.134957142,3.255905297,0.1532529,-1.232336657,-2.521780386,4.034325154,-0.310396656,-4.43708823,-3.057971367,-4.104287339,2.358777715,3.240551246,-5.275631411,4.365901046,-0.20002156,8.585003648,-0.697330493,1
-0.44076583,-0.165172513,-0.981390254,1.244592325,-5.47410217,2.047890512,-0.033561216,0.539977079,4.783791207,0.446603739,-0.265642552,-5.514131991,5.889856675,-3.65741569,1.356290837,-2.829485418,-2.165347774,-3.349148976,-2.43220757,0.040422287,10.20404212,-3.309982521,0.67593338,-2.538856885,-0.156387284,1
-4.695292317,3.860290452,-3.315189447,1.362778285,0.348411334,1.645672955,0.160373159,2.31897596,7.175554546,-1.670738352,7.265001013,-1.566819003,-2.178240287,-1.520444002,-3.421978091,1.611922984,-3.901778496,0.470283931,-1.443272578,-1.960191445,4.293190491,-13.24981139,-0.013813925,11.554503,6.279926604,0
0.745639871,4.051324808,-3.207964727,-2.319606954,-0.378869398,-0.839229639,-2.43940595,-4.146191091,-7.742614921,3.054242029,-3.452069435,-0.79062928,-2.640903971,-0.023882144,1.859736074,0.835020367,0.413463936,-1.547818372,0.400230542,3.765847933,-7.184448936,11.23426722,-0.016563674,1.406918956,-0.14885093,0
-3.548432133,-0.797439653,-0.07441058,-0.690705209,-2.99191314,1.727843407,0.878330442,-2.053038618,-2.784384642,2.683493862,-4.241176703,2.985097125,1.82957781,-1.900386302,-1.868242436,2.078536577,-2.607726495,0.148787439,-4.00508796,1.709594538,8.890387537,1.093725971,-2.823968514,1.254860364,-2.472755491,1
-2.169718718,3.396160161,-5.534533251,0.123852711,-1.416446701,-1.676570739,1.467469684,1.040804248,-8.179921166,-4.982265178,-2.75409546,1.364700128,-0.294831419,-0.384574535,-1.534721433,4.331617358,2.388914275,5.112032777,0.289944444,-0.344562699,4.848420635,3.333137416,-8.561934159,-11.37263138,-4.145053573,0
-2.523331981,4.51086631,-3.847180917,-0.003825202,0.728076547,-6.147718778,1.80653494,2.496590545,0.420805676,-0.722822485,0.37048895,-0.997577158,-0.373687134,-7.280851083,2.060134324,2.782509086,1.721702008,1.08760901,-1.04229915,-1.166116798,5.041627522,0.784691713,-2.052769497,-6.576587399,-0.690626427,0
3.356219032,-0.806107055,-4.482682995,2.661743294,-0.192988293,-3.437982372,3.169946468,-3.633981341,-2.730742025,0.594778643,0.560995881,2.370403751,-5.554795661,-2.768362986,-2.290278314,-1.756678153,-3.423006854,3.112657118,0.31726707,-1.69352695,5.858856453,-7.333842446,-0.678579442,1.903660541,-4.729796201,1
-0.572528988,-0.931235744,0.732682783,-1.974622816,-2.303729715,5.058354576,4.168480749,0.661550038,1.012037211,0.628047064,-1.529561846,-0.004708079,2.999294741,0.668281931,-1.160597251,0.231775587,-1.263378399,0.361565437,1.886493242,-1.832644883,6.116586306,0.365968987,-4.332008846,-7.663531714,-1.259020295,0
-0.64087618,-3.528815429,-2.424580438,2.485435819,-0.800907106,2.920885247,4.392728016,-0.94216667,-1.001410848,4.279202984,0.688073995,-2.409289568,-1.852872317,3.142400326,-2.021294594,-2.585551725,-4.487207389,-5.803479671,1.171185577,1.901764852,3.473852679,-7.902766377,0.287544457,11.47241517,-1.006389426,1
0.061446251,2.52826737,1.38278045,-0.682951995,4.535812317,4.490949823,1.579888412,2.547547047,0.332128585,-1.09917701,-0.355073218,5.481851376,-0.097327396,1.2730066,0.243467451,-0.818784938,-1.735134157,2.127542736,-1.176255501,1.804106269,-0.637185268,-4.730503616,-0.63445222,2.464489001,2.105478223,0
-2.759496234,0.807999953,-1.805967039,-2.719837771,-3.185865685,2.082011118,-6.612577157,-5.088827004,-4.687419827,1.429641821,0.246352961,1.792002157,0.066793243,3.155928692,-1.826927168,4.374207004,0.496223537,-0.704422481,1.725288473,1.351712447,-11.52658978,15.36437709,-1.006093824,4.507595858,1.107744665,0
-4.414916306,2.675516144,5.30488072,-1.555415751,2.712280896,-5.050680684,0.249022831,1.285177757,-2.571635318,0.02752551,6.673480393,1.191072052,-2.507952484,-0.313874946,3.054792041,3.247713042,-1.043558859,4.370423563,2.652603172,-1.397684158,1.166023462,3.301110152,-1.244369775,2.631445796,2.901683394,0
-3.97510672,2.41796735,2.544564807,1.143383871,-0.878190709,0.462490109,4.085771927,-2.926281019,-5.180876493,2.869701248,2.837383448,-2.336720646,1.695569941,2.290809372,0.840127135,-1.424037243,1.01507841,-3.185048955,1.416978846,-0.694113501,8.162131162,0.606266276,-0.832556796,1.231816526,2.318594897,0
5.145662509,-2.193227975,-0.342027219,-0.843374107,2.222505438,-3.278950949,-0.274489126,-1.345715962,6.478113898,0.975703261,2.9684967,1.616025914,-3.174978215,-1.241773703,2.13005545,3.080150569,3.46847504,-5.165369148,-1.955492618,-2.570847795,-8.394647454,2.197105005,4.22332853,2.086515593,-2.709883917,0
-2.975845921,3.601925818,0.993854126,-4.729504441,-3.668287337,-1.545775638,1.095555445,4.029340773,-6.766220345,-3.5201326,-3.876683809,0.690101154,-1.85392088,1.799382676,1.824648755,-0.239066005,3.428315697,-4.460045275,-2.750819824,0.921998806,-1.187606172,10.80954682,2.454920843,-4.049015975,4.719433925,0
-3.438981754,1.955603205,-1.650836416,1.364338785,-0.950842812,-1.521914463,-1.557038822,-0.663474379,-21.48310096,-2.247401931,-4.700671543,1.745083589,-3.971542537,1.325813316,2.384738476,2.38920881,2.871915108,-6.460346056,5.132542434,2.08565196,-3.194517915,18.06121559,-2.613371521,-2.799576512,-1.710968338,0
-0.48595204,0.690243401,-1.692089902,0.851719949,-0.335803279,1.020454879,0.895539677,0.186583824,0.973315734,3.412484248,-0.662151529,-0.335762501,-3.556373452,-0.228777915,1.059335056,2.300215031,0.341891507,0.044398822,2.070731368,0.852856647,-2.317956163,2.31209243,-0.085039102,2.754101832,0.235320117,0
-1.222186446,5.396106728,-1.517026647,-2.046097335,2.94566144,-1.946265722,-1.65248948,3.292133303,-4.03444469,1.342665555,0.752233228,4.376477381,-1.403663696,0.091348027,3.018977044,0.343778239,1.047947384,-2.292004765,2.153644896,0.419861113,-8.223801725,12.7470007,0.543137378,2.367385787,3.122838351,0
-1.982777742,-0.76063911,-1.170613274,-1.683803752,0.629842058,2.854499796,-3.459086696,1.104618507,-0.639657429,-0.782647548,-1.304777622,-2.617769939,-0.111655763,2.044761882,2.042022377,-0.965150612,-1.551927368,0.915039831,1.914952248,2.238648292,-2.549830695,5.314082445,-3.065756937,-0.673558587,-0.62121571,1
